Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
1/8/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",583,385,881,727,481,1101,731,492,1086,543,370,796,463,343,625,426,302,602
1/8/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",781,546,1118,,,,1029,734,1443,838,635,1107,655,482,891,556,422,732
1/8/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1596,1248,2043,1678,1392,2022,,,,,,,,,,,,
1/8/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",974,728,1303,999,791,1261,1197,940,1524,986,760,1279,904,708,1155,674,519,874
1/8/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",415,277,621,394,285,545,521,354,765,428,299,611,365,240,553,269,209,346
1/8/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1445,1059,1971,,,,1821,1293,2563,1419,1140,1766,1103,1028,1183,,,
1/8/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1099,820,1474,1156,957,1397,1487,981,2252,1017,853,1212,1005,827,1222,663,522,841
1/8/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",659,484,897,641,500,822,675,533,855,586,453,757,695,462,1044,,,
1/8/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1536,1232,1916,1751,1460,2099,,,,,,,,,,,,
1/8/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",943,679,1310,,,,1233,871,1744,868,692,1089,798,620,1026,,,
1/8/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",880,594,1305,1069,929,1230,965,710,1312,1012,759,1350,533,405,701,,,
1/8/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",,,,,,,,,,,,,,,,,,
1/9/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",734,583,925,783,624,984,812,683,966,657,545,791,590,510,681,,,
1/9/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",554,385,795,577,453,736,801,631,1017,555,403,765,423,310,577,453,335,614
1/9/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",636,455,888,603,519,701,714,513,994,673,480,945,511,382,683,618,498,767
1/9/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1190,1012,1401,1248,1039,1500,,,,,,,,,,,,
1/9/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1258,1003,1578,,,,1425,1259,1614,1215,964,1532,,,,,,
1/9/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",600,404,890,958,681,1349,556,430,719,533,424,670,374,300,466,381,292,497
1/9/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1434,1116,1844,,,,1668,1476,1885,1153,1064,1249,1500,1070,2102,,,
1/9/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",665,396,1116,998,579,1720,709,483,1039,534,378,756,575,340,972,432,264,704
1/9/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",983,730,1323,994,818,1208,1245,980,1581,1009,752,1352,677,488,940,858,610,1208
1/9/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",775,541,1111,869,795,950,971,734,1284,763,555,1048,654,476,900,665,409,1081
1/9/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",483,299,780,429,290,635,660,431,1011,527,321,865,432,282,663,309,194,491
1/9/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1674,1359,2061,1754,1486,2070,,,,1365,1190,1567,,,,,,
1/9/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",859,656,1126,,,,1065,893,1269,,,,679,565,816,,,
1/9/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1357,1017,1810,,,,,,,,,,,,,,,
1/9/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1455,1178,1798,,,,,,,,,,,,,,,
1/9/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",979,767,1249,1081,829,1409,1154,956,1393,883,767,1018,879,715,1080,718,629,819
1/9/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",872,652,1166,,,,1033,812,1314,862,687,1081,721,559,929,,,
1/9/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",795,548,1155,760,536,1077,,,,951,556,1624,806,597,1088,,,
1/10/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1167,869,1566,,,,1389,1069,1804,1331,1044,1697,961,764,1210,,,
1/10/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1426,1121,1816,1567,1252,1960,1431,1190,1722,1214,951,1550,,,,,,
1/10/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",906,645,1273,912,711,1171,1056,823,1356,854,573,1271,618,457,836,,,
1/10/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",643,423,979,602,458,790,1044,713,1528,631,467,854,496,345,713,409,315,531
1/10/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",648,454,924,821,630,1068,731,529,1011,631,475,838,399,309,514,,,
1/10/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",644,457,906,630,516,767,788,582,1069,608,452,819,476,355,639,560,429,731
1/10/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",677,403,1137,614,453,833,907,590,1395,666,463,958,468,267,820,,,
1/10/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1342,1057,1704,,,,,,,1398,1188,1645,1120,944,1328,,,
1/10/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1453,1065,1982,1508,1168,1946,,,,1807,1207,2705,,,,960,931,990
1/10/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1080,780,1496,1062,830,1358,1574,1305,1900,1034,789,1355,853,696,1046,684,587,797
1/10/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",779,552,1100,946,697,1283,889,684,1157,812,606,1088,680,505,914,560,388,806
1/10/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",505,329,775,425,307,588,797,528,1201,487,330,717,424,296,608,481,327,706
1/10/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",972,563,1680,,,,,,,1264,894,1788,726,455,1160,,,
1/10/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",791,551,1134,777,557,1083,946,750,1192,938,674,1305,,,,,,
1/10/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1055,806,1383,1093,847,1410,1334,984,1808,939,773,1141,877,767,1003,,,
1/10/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1263,1091,1462,,,,,,,,,,,,,,,
1/10/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",821,633,1066,,,,,,,881,665,1167,728,616,859,,,
1/10/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1645,1297,2086,,,,1668,1389,2003,,,,,,,,,
1/11/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",709,494,1017,587,491,700,854,611,1192,687,533,885,605,409,896,,,
1/11/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",824,610,1112,733,634,848,979,714,1341,716,546,938,629,527,750,,,
1/11/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",739,444,1229,613,503,748,1296,873,1923,684,468,999,453,325,631,448,339,593
1/11/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1317,1054,1645,1221,971,1535,,,,1475,1205,1806,,,,,,
1/11/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",661,428,1022,715,583,876,1024,688,1525,549,408,739,419,339,517,,,
1/11/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1246,959,1619,,,,1294,1001,1672,1396,1089,1790,1088,855,1384,,,
1/11/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",724,422,1241,711,524,965,1046,646,1695,618,401,953,549,338,891,381,236,615
1/11/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",805,576,1123,,,,977,734,1302,825,612,1111,742,579,951,527,400,692
1/11/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",536,324,884,443,304,644,838,544,1291,606,391,939,401,272,590,279,223,350
1/11/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1693,1322,2168,1569,1250,1971,,,,1622,1366,1926,,,,,,
1/11/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1303,1089,1559,,,,1349,1096,1660,,,,,,,,,
1/11/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1211,807,1816,1090,813,1460,1832,1425,2356,1376,985,1922,909,713,1159,654,551,777
1/11/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",,,,,,,,,,,,,,,,,,
1/11/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",893,695,1147,,,,933,734,1184,865,656,1141,918,762,1106,,,
1/11/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1165,712,1906,991,881,1114,1605,1298,1983,1210,590,2482,961,763,1209,,,
1/11/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",863,581,1282,777,527,1147,962,734,1261,862,490,1514,699,610,800,,,
1/11/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1455,786,2693,,,,1740,1147,2639,,,,956,525,1741,,,
1/11/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1529,1144,2043,1395,1181,1647,2084,1703,2551,1489,1114,1990,,,,,,
1/12/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",698,510,956,,,,800,636,1007,730,558,956,565,426,749,,,
1/12/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",468,350,626,447,381,525,462,390,546,502,383,657,460,332,638,378,256,557
1/12/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",412,331,512,390,293,519,424,347,519,414,334,511,403,327,496,,,
1/12/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1251,1044,1498,,,,1297,1104,1525,,,,,,,,,
1/12/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1114,972,1276,,,,,,,1132,1028,1247,,,,,,
1/12/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",710,549,919,,,,802,679,947,736,575,943,634,498,806,,,
1/12/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1510,1268,1798,,,,1418,1241,1621,1536,1256,1880,,,,,,
1/12/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1287,1114,1488,,,,,,,1292,1163,1434,,,,,,
1/12/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",467,301,722,320,237,430,420,316,557,533,314,905,494,313,780,462,291,733
1/12/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",374,235,596,234,191,288,422,268,665,421,250,710,365,236,566,362,237,554
1/12/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",938,701,1254,809,658,996,1089,861,1378,989,724,1352,855,692,1055,649,539,781
1/12/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",760,563,1027,,,,849,688,1047,762,574,1010,756,547,1046,643,471,877
1/12/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",863,654,1138,652,587,724,1019,751,1382,845,648,1102,885,687,1139,,,
1/12/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",694,476,1011,,,,,,,733,587,916,704,408,1215,,,
1/12/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1130,877,1457,,,,1453,1138,1855,1020,872,1192,1045,871,1253,,,
1/12/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",810,601,1091,,,,,,,824,636,1068,,,,,,
1/12/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1333,1052,1687,,,,,,,1405,1144,1725,,,,,,
1/12/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1471,1274,1699,,,,1558,1414,1718,1438,1234,1675,,,,,,
1/13/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",449,328,614,413,288,592,455,362,572,513,377,698,391,315,486,372,264,524
1/13/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",,,,,,,,,,,,,,,,,,
1/13/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1225,1032,1454,,,,,,,,,,,,,,,
1/13/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",701,529,928,,,,720,557,932,755,626,909,638,462,880,,,
1/13/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",666,502,882,,,,669,545,821,785,621,991,499,398,626,,,
1/13/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",390,310,491,,,,390,316,482,404,313,522,375,305,462,,,
1/13/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1394,1109,1753,,,,1621,1358,1935,1318,1132,1534,,,,,,
1/13/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",788,605,1027,640,533,768,966,754,1237,868,688,1095,732,578,926,676,562,814
1/13/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1144,858,1526,,,,,,,,,,,,,,,
1/13/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",415,280,614,,,,445,304,652,411,259,651,417,305,568,408,325,512
1/13/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",747,526,1062,525,429,643,874,629,1215,780,586,1039,615,457,827,548,406,740
1/13/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",380,249,582,333,192,577,436,294,647,316,236,424,421,257,690,303,218,421
1/13/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",647,457,917,,,,,,,,,,598,428,835,,,
1/13/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",840,618,1143,,,,857,656,1118,887,629,1252,802,590,1089,,,
1/13/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1489,1298,1707,,,,,,,1487,1297,1704,,,,,,
1/13/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",755,501,1138,,,,,,,831,567,1218,,,,,,
1/13/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1155,961,1387,,,,,,,1130,924,1383,,,,,,
1/13/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",934,725,1205,,,,1047,831,1320,941,714,1240,899,741,1091,,,
1/14/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",710,511,986,,,,809,586,1117,667,521,853,597,438,815,,,
1/14/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",756,572,998,902,686,1186,737,633,858,660,541,805,602,473,765,,,
1/14/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",611,418,895,844,620,1149,685,479,981,563,398,797,439,347,555,,,
1/14/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",588,389,889,687,476,991,823,626,1081,583,434,782,393,287,539,431,334,555
1/14/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1551,1241,1939,1622,1291,2038,,,,,,,,,,,,
1/14/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1246,947,1640,,,,1414,1190,1680,988,845,1155,,,,,,
